atu_number,title,level_1_category,level_2_category,level_3_category,category_range,detail_url,description
1948,Too much talk,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1948,"Three men vowed to silence go to a glen away from the world. At the end of seven years one speaks: I heard a cow lowing. Others are angry but silent. At the end of seven years more, second one says: 'Twas not a cow but a bull! The third is very angry… No examples in our database yet"
1950,The three lazy ones,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1950,Who is the laziest. Each recounts a proof of his laziness. [ W111.1 ]. Variants 1950A. Help in Idlenes Second idle worker tells the overseer he is helping the first.
1951,Is Wood Split?,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1951,"A lazy man asks if wood is split before he accepts it as a gift [ W111.5.12 ]. Sometimes, if rice is cooked. No examples in our database yet"
1961,The big wedding,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1961,Giant with sixty daughters. No examples in our database yet back to index
1965,Lying tales,ANECDOTES AND JOKES,Tall Tales,,1875-1999,index.php?action=atu&src=atu&id=1965,
2009,Origin of Chess,FORMULA TALES,Cumulative Tales,"Chains Based on Numbers, Objects, Animals, or Names",2000-2020,index.php?action=atu&src=atu&id=2009,"Inventor asks one wheat-grain for the first square, two for the second, four for the third, eight for the fourth, etc. The king cannot pay. [ Z21.1 ]. No examples in our database yet"
2010,"Ehod mi yodea (One, who knows?)",FORMULA TALES,Cumulative Tales,"Chains Based on Numbers, Objects, Animals, or Names",2000-2020,index.php?action=atu&src=atu&id=2010,"Le dodici parole della verità. Las doce palabras retorneadas. The numbers from one to twelve are brought into relation with various objects, often of religious significance. [ Z22 ]. Variants 2010I. How the rich man paid his servant   2010I. How the rich man paid his servant No examples in our database yet back to index"
2012,The Forgetful Man Counts the Days of the Week,FORMULA TALES,Cumulative Tales,"Chains Based on Numbers, Objects, Animals, or Names",2000-2020,index.php?action=atu&src=atu&id=2012,"On Monday they go to mill, etc. - He thus discovers that it is Sunday. [ Z24 ]. No examples in our database yet"
2014,Chains Involving Contradictions of Extremes,FORMULA TALES,Cumulative Tales,"Chains Based on Numbers, Objects, Animals, or Names",2000-2020,index.php?action=atu&src=atu&id=2014,Cf. Type 2335 . Variants 2014A. The house is burned down   2014A. The house is burned down No examples in our database yet
2015,The goat that would not go home,FORMULA TALES,Cumulative Tales,"Chains Based on Numbers, Objects, Animals, or Names",2000-2020,index.php?action=atu&src=atu&id=2015,"One animal after another tries in vain to persuade the goat to go home. Finally a wolf (bee) bites him and drives him home. [ Z39.1 ]. Variants: a hog, wolf, cat or the like [ Z39.1 ]. Often mixed with Type 2030 . Cf. Type 212 ."
2017,The Crow on the Tarred Bridge,FORMULA TALES,Cumulative Tales,"Chains Based on Numbers, Objects, Animals, or Names",2000-2020,index.php?action=atu&src=atu&id=2017,His beak and his tail alternately stick. [ Z39.3 ]. (Endless). Cf. Type 2300 . No examples in our database yet back to index
2019,Fair Katrinelje and Pif-Paf-Poltrie,FORMULA TALES,Cumulative Tales,"Chains Based on Numbers, Objects, Animals, or Names",2000-2020,index.php?action=atu&src=atu&id=2019,Each member of a family is assigned a characteristic function; various wooers appear and are rejected until the one which is apparently the most unpromising is chosen. [ Z31.1 ].
2021,The cock and the hen,FORMULA TALES,Cumulative Tales,Chains Involving Death,2021-2024,index.php?action=atu&src=atu&id=2021,The hen chokes to death on a grain. Various animals join the funeral procession. The funeral carriage breaks down or the procession drowns. [ Z32.1 ].
2022,An Animal Mourns the Death of a Spouse,FORMULA TALES,Cumulative Tales,Chains Involving Death,2021-2024,index.php?action=atu&src=atu&id=2022,
2023,"Little Ant Finds a Penny, Buys New Clothes with it, and Sits in her Doorway",FORMULA TALES,Cumulative Tales,Chains Involving Death,2021-2024,index.php?action=atu&src=atu&id=2023,"Various animals pass by and propose marriage. She asks what they do at night. Each replies with its characteristic sound, but none pleases her but the little quiet mouse, whom she marries. She leaves him to tend the stew, and he falls in and drowns.…"
2025,The Fleeing Pancake,FORMULA TALES,Cumulative Tales,Chains Involving Eating,2025-2028,index.php?action=atu&src=atu&id=2025,A woman makes a pancake which flees. Various animals try in vain to stop it. Finally the fox eats it up. [ Z33.1 ].
2027,The fat cat,FORMULA TALES,Cumulative Tales,Chains Involving Eating,2025-2028,index.php?action=atu&src=atu&id=2027,"While the mistress is away the cat eats the porridge, the bowl, and the ladle. When the mistress return she says »How fat you are!» The cat: »I ate the porridge, the bowl, and the ladle and I will eat you.» The cat meets other animals and eats…"
2028,The Troll (Wolf) who was Cut Open,FORMULA TALES,Cumulative Tales,Chains Involving Eating,2025-2028,index.php?action=atu&src=atu&id=2028,"A troll eats the watcher's five horses and finally the watcher himself. The master goes to investigate. The troll: »I ate the five horses, I ate the watcher, and I will eat you.» Does so. Likewise with wife, servant, daughter, son, and dog. The cat… No examples in our database yet"
2030,The Old Woman and Her Pig,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2030,"Her pig will not jump over the stile so that she can go home. She appeals in vain for help until the cow gives her milk. The final formula is: cow give milk for the cat, cat kill rat, rat gnaw rope, rope hang butcher, butcher kill ox, ox drink water,… Variants 2030B. Crow must Wash his Bill in Order to Eat with Other Birds Asks water; water must first have horn from stag, who must first have milk from cow, etc. [ Z41.2 ].   2030B. Crow must Wash his Bill in Order to Eat with Other Birds Asks water; water must first have horn from stag, who must first have milk from cow, etc. [ Z41.2 ].   2030C. Mouse Eats Old Couple's Cheese Cat kills mouse for eating cheese. Dog kills cat for eating mouse. [ Z41.1 ].   2030C. Mouse Eats Old Couple's Cheese Cat kills mouse for eating cheese. Dog kills cat for eating mouse. [ Z41.1 ].   2030J. A Disobedient Boy   2030J. A Disobedient Boy"
2031,Stronger and Strongest,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2031,"The frost-bitten foot. Mouse perforates wall, wall resists wind, wind dissolves cloud, cloud covers sun, sun thaws frost, frost breaks foot. [ Z42 ]. Variants 2031B. Abraham Learns to Worship God At nightfall Abraham worships a star, then the moon, then the sun, and finally gives up idolatry. [ Z42.2 ].   2031B. Abraham Learns to Worship God At nightfall Abraham worships a star, then the moon, then the sun, and finally gives up idolatry. [ Z42.2 ].   2031C. The Mouse Who Was to Marry the Sun   2031C. The Mouse Who Was to Marry the Sun No examples in our database yet"
2032,The Cock and the Mouse and The Sexton's Nose,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2032,"A mouse throws a nut down from a tree and hits a cock on the head. He also steals the cock's whiskers. The cock goes to get an old woman to cure him. The final formula is: Fountain give up water for forest, forest give up wood for baker, baker give… Variants 2032A. Toad Asks Magpie in Tree to Throw down a Chestnut Magpie refuses, saying it might break its beak. Toad promises, if that happens, to get a horse-hair to tie it up again. Magpie throws chestnut and breaks beak. Toad asks ass for hair, but ass first demands grass; mower demands sheep; shepherd, pup;…   2032A. Toad Asks Magpie in Tree to Throw down a Chestnut Magpie refuses, saying it might break its beak. Toad promises, if that happens, to get a horse-hair to tie it up again. Magpie throws chestnut and breaks beak. Toad asks ass for hair, but ass first demands grass; mower demands sheep; shepherd, pup;…   No examples in our database yet"
2033,The Sky Is Falling,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2033,
2034,The Mouse Regains its Tail,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2034,"The cat bites off the mouse's tail and will return it in exchange for milk. The mouse goes to the cow for milk, the farmer for hay, the butcher for meat, the baker for bread. Other persons mentioned are the locksmith and the miner. [ Z41.4 ]. Variants 2034A. Mouse Bursts Open when Crossing a Stream Series of helpers similar to Type 2034 . [ Z41.4.1 ].   2034A. Mouse Bursts Open when Crossing a Stream Series of helpers similar to Type 2034 . [ Z41.4.1 ].   2034C. Lending and Repaying Progressively Worse (or better) Bargain: Progressively Worse (or better) Bargain. Cf. Type 1415 [J2081.1, Z41.5].   2034C. Lending and Repaying Progressively Worse (or better) Bargain: Progressively Worse (or better) Bargain. Cf. Type 1415 [J2081.1, Z41.5]."
2035,This Is the House That Jack Built,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2035,"Final formula: This is the farmer that sowed the corn that fed the cock that crowed in the morn, that waked the priest all shaven and shorn, that married the man all tattered and torn, that kissed the maiden all forlorn, that milked the cow with a… Variants 2035A. The House the Old Man was to Build The woman for whom he is to build the house has some beans for him. The goat eats these up. Cumulative search.   2035A. The House the Old Man was to Build The woman for whom he is to build the house has some beans for him. The goat eats these up. Cumulative search.   No examples in our database yet"
2036,Drop of Honey Causes Chain of Accidents,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2036,Hunter drops honey in a grocery; weasel eats honey; cat chases weasel; dog chases cat; grocer kills dog: all the cause of a bloody feud between villages. [ N381 ]. No examples in our database yet back to index
2037,"""I Killed my Grandmother because she Refused to Cook a Hare.""",FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2037,I killed a priest because he said my crime was bad. A friar absolved me to avoid being killed.» [ Z49.1 ]. No examples in our database yet back to index
2038,Cumulative Pursuit,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2038,"Boys get help. One of them injures the helper. Pursued. Ridden by kind hen. One injures the hen. Hen pursues, etc. [ Z49.2 ]. No examples in our database yet back to index"
2039,The Horseshoe Nail,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2039,"For want of a nail the shoe was lost, for want of a shoe the horse was lost, for the want of a horse the rider was lost ... and all for the want of a horseshoe nail. Motives Z45"
2040,The Climax of Horrors,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2040,The magpie is dead. Overate on horseflesh. - Horse dead? - Overworked at fire - Horse burned down? etc. [ Z46 ]. No examples in our database yet
2041,The Bird Indifferent to Pain,FORMULA TALES,Cumulative Tales,Chains Involving Other Events,2029-2075,index.php?action=atu&src=atu&id=2041,"A man catches a mango-bird eating mangoes and strikes it against the roots of a mango-tree. The bird cannot be made to say it suffers from the blow. In turn, he puts it in water, strikes it on the ground, a stile, a door-frame, singes its feathers,… No examples in our database yet back to index"
